,Unnamed: 0.1,Unnamed: 0,name,rating,price,img_url
63,62,62,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,4,42.96,https://books.toscrape.com/media/cache/d4/8d/d48d5122a15347e9fe2b15ad354d69bf.jpg
64,53,53,This One Summer,4,19.49,https://books.toscrape.com/media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg
65,47,47,Untitled Collection: Sabbath Poems 2014,4,14.27,https://books.toscrape.com/media/cache/f9/3b/f93b4a650f03a5d21f2436d7813f42c2.jpg
66,38,38,Behind Closed Doors,4,52.22,https://books.toscrape.com/media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg
67,29,29,Wall and Piece,4,44.18,https://books.toscrape.com/media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg
68,8,8,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4,22.6,https://books.toscrape.com/media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
69,3,3,Sharp Objects,4,47.82,https://books.toscrape.com/media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
70,6,6,The Dirty Little Secrets of Getting Your Dream Job,4,33.34,https://books.toscrape.com/media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
71,11,11,Shakespeare's Sonnets,4,20.66,https://books.toscrape.com/media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
72,58,58,The Past Never Ends,4,56.5,https://books.toscrape.com/media/cache/89/b8/89b850edb01851a91f64ba114b96acb6.jpg
73,48,48,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",4,44.18,https://books.toscrape.com/media/cache/41/a2/41a20f35adf0caea24f208dc01ad7681.jpg
74,85,85,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",4,15.44,https://books.toscrape.com/media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg
75,92,92,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4,14.02,https://books.toscrape.com/media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg
76,68,68,The Death of Humanity: and the Case for Life,4,58.11,https://books.toscrape.com/media/cache/71/df/71df730cf38c232ee58a2e407135f055.jpg
77,99,99,In the Country We Love: My Family Divided,4,22.0,https://books.toscrape.com/media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg
78,60,60,The Nameless City (The Nameless City #1),4,38.16,https://books.toscrape.com/media/cache/f4/79/f479de5f305c2ac0512702cf7155bb74.jpg
79,63,63,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",4,23.89,https://books.toscrape.com/media/cache/f8/6d/f86d08178e3788563ac17be5aefd29f0.jpg
80,73,73,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,4,41.83,https://books.toscrape.com/media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg
