call_id,customer_id,tower_id,duration,cost,call_type,timestamp
759472,CUST2285,TWR82,4708,-50,SMS,05-17-2026 16:54:52
909358,CUST3619,TWR63,3421,44.2,SMS,2026-05-17 16:54:52
BAD_ROW_@@@@
928107,CUST7595,TWR6,2980,18.91,VOICE,2026-05-17 16:54:52
653053,CUST5201,TWR77,4772,37.63,VOICE,2026-05-17 16:54:52
664625,CUST3298,TWR44,791,40.91,DATA,05-17-2026 16:54:52
BAD_ROW_@@@@
521121,CUST2923,TWR20,4216,40.45,DATA,17/05/2026 16:54
275504,CUST2429,TWR47,221,-50,DATA,05-17-2026 16:54:52
BAD_ROW_@@@@
671699,CUST8309,TWR63,1771,30.57,DATA,17/05/2026 16:54
193855,CUST8708,TWR61,2483,-50,SMS,05-17-2026 16:54:52
BAD_ROW_@@@@
824952,CUST9356,TWR92,4527,98.77,DATA,2026-05-17 16:54:52
945995,CUST5828,TWR29,231,31.7,VOICE,2026-05-17 16:54:52
609187,,TWR46,954,55.21,VOICE,17/05/2026 16:54
789484,,TWR89,1468,94.17,SMS,05-17-2026 16:54:52
522774,CUST2033,TWR30,2570,-50,SMS,05-17-2026 16:54:52
806922,CUST2350,TWR95,1543,25.98,DATA,05-17-2026 16:54:52
892370,CUST6481,TWR99,1780,47.15,DATA,05-17-2026 16:54:52
783752,CUST8375,TWR69,2358,-50,DATA,2026-05-17 16:54:52
BAD_ROW_@@@@
265591,CUST3796,TWR50,4464,-50,DATA,05-17-2026 16:54:52
646989,CUST8432,TWR36,2076,47.78,DATA,2026-05-17 16:54:52
867931,CUST4762,TWR49,1826,6.49,VOICE,2026-05-17 16:54:52
702691,CUST9596,TWR33,4836,90.65,DATA,2026-05-17 16:54:52
586869,CUST7644,TWR76,4961,-50,SMS,17/05/2026 16:54
505721,,TWR8,3683,99.94,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
521803,CUST6203,TWR59,3362,83.86,DATA,05-17-2026 16:54:52
904272,CUST6684,TWR6,4632,29.09,SMS,2026-05-17 16:54:52
781892,CUST4190,TWR81,4796,71.67,DATA,17/05/2026 16:54
846126,CUST6672,TWR69,2275,93.28,SMS,2026-05-17 16:54:52
539956,CUST8348,TWR70,888,86.77,SMS,17/05/2026 16:54
755471,CUST2985,TWR7,2110,-50,VOICE,05-17-2026 16:54:52
666006,CUST1213,TWR32,4857,-50,SMS,17/05/2026 16:54
900671,,TWR1,4284,72.63,DATA,17/05/2026 16:54
BAD_ROW_@@@@
741593,CUST4562,TWR86,1587,66.42,DATA,05-17-2026 16:54:52
635355,CUST6239,TWR80,391,-50,VOICE,2026-05-17 16:54:52
BAD_ROW_@@@@
853139,CUST4582,TWR17,620,-50,DATA,05-17-2026 16:54:52
254646,CUST5903,TWR63,1449,49.93,SMS,2026-05-17 16:54:52
902564,CUST7690,TWR64,4028,47.66,VOICE,05-17-2026 16:54:52
BAD_ROW_@@@@
429492,,TWR52,65,74.57,SMS,2026-05-17 16:54:52
571182,CUST1611,TWR34,3192,3.17,DATA,2026-05-17 16:54:52
607109,,TWR58,163,82.66,SMS,2026-05-17 16:54:52
146240,CUST3205,TWR38,4316,48.98,DATA,05-17-2026 16:54:52
100064,CUST9747,TWR15,3149,42.74,VOICE,17/05/2026 16:54
391795,CUST4843,TWR90,961,-50,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
149978,CUST9927,TWR68,2122,41.57,DATA,05-17-2026 16:54:52
BAD_ROW_@@@@
445822,,TWR69,2048,29.45,SMS,17/05/2026 16:54
400716,CUST5555,TWR5,1638,-50,SMS,2026-05-17 16:54:52
700907,,TWR8,3040,2.58,VOICE,05-17-2026 16:54:52
696949,CUST4669,TWR86,1059,90.1,SMS,05-17-2026 16:54:52
971690,CUST2212,TWR30,3309,56.25,VOICE,05-17-2026 16:54:52
577673,,TWR46,4508,83.65,VOICE,2026-05-17 16:54:52
176054,CUST5241,TWR39,4351,62.67,DATA,17/05/2026 16:54
BAD_ROW_@@@@
BAD_ROW_@@@@
697840,CUST1932,TWR12,2465,-50,SMS,2026-05-17 16:54:52
BAD_ROW_@@@@
846424,CUST8846,TWR6,3461,29.59,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
280015,CUST8296,TWR39,3095,-50,DATA,17/05/2026 16:54
670093,,TWR56,3399,93.13,SMS,17/05/2026 16:54
422353,CUST2081,TWR84,169,-50,SMS,2026-05-17 16:54:52
902823,CUST1276,TWR94,690,-50,VOICE,05-17-2026 16:54:52
531493,CUST3101,TWR37,4798,56.12,SMS,2026-05-17 16:54:52
BAD_ROW_@@@@
506003,CUST6408,TWR47,827,50.34,SMS,05-17-2026 16:54:52
356679,CUST5029,TWR50,2499,50.07,DATA,17/05/2026 16:54
996044,CUST5751,TWR9,1679,22.76,SMS,2026-05-17 16:54:52
461552,CUST9453,TWR30,3197,-50,VOICE,17/05/2026 16:54
604011,,TWR76,1751,25.22,DATA,05-17-2026 16:54:52
746710,CUST8583,TWR72,858,60.04,DATA,05-17-2026 16:54:52
782210,CUST1098,TWR59,168,7.92,SMS,17/05/2026 16:54
BAD_ROW_@@@@
119203,CUST4654,TWR10,2953,28.07,SMS,17/05/2026 16:54
BAD_ROW_@@@@
892915,,TWR47,1343,65.92,SMS,17/05/2026 16:54
490940,CUST9871,TWR14,64,32.76,VOICE,17/05/2026 16:54
907276,CUST1559,TWR59,1374,-50,SMS,05-17-2026 16:54:52
BAD_ROW_@@@@
724310,CUST5768,TWR65,915,40.08,SMS,17/05/2026 16:54
BAD_ROW_@@@@
116401,CUST9510,TWR28,694,87.83,SMS,05-17-2026 16:54:52
500433,CUST4018,TWR90,4181,2.98,SMS,17/05/2026 16:54
BAD_ROW_@@@@
729656,CUST4485,TWR79,614,15.64,SMS,05-17-2026 16:54:52
162226,CUST8421,TWR29,2118,-50,VOICE,05-17-2026 16:54:52
776766,,TWR4,3588,68.17,SMS,05-17-2026 16:54:52
154079,CUST6935,TWR78,161,79.97,DATA,05-17-2026 16:54:52
904201,CUST2498,TWR55,428,76.01,VOICE,2026-05-17 16:54:52
BAD_ROW_@@@@
419282,CUST5192,TWR62,1656,-50,SMS,05-17-2026 16:54:52
949161,,TWR68,680,57.66,DATA,17/05/2026 16:54
353926,,TWR15,4768,37.33,VOICE,05-17-2026 16:54:52
836891,,TWR31,637,9.18,SMS,2026-05-17 16:54:52
776349,CUST7800,TWR14,2560,59.26,DATA,05-17-2026 16:54:52
875279,CUST2379,TWR99,644,73.16,VOICE,17/05/2026 16:54
478172,CUST3968,TWR67,3955,49.44,VOICE,17/05/2026 16:54
251613,CUST7185,TWR73,524,7.26,VOICE,17/05/2026 16:54
572442,CUST9306,TWR80,3586,98.78,VOICE,17/05/2026 16:54
464249,,TWR40,2714,53.06,VOICE,17/05/2026 16:54
805114,CUST1406,TWR10,292,-50,VOICE,17/05/2026 16:54
124286,CUST9137,TWR93,546,62.33,VOICE,17/05/2026 16:54
258620,,TWR72,4209,10.1,DATA,05-17-2026 16:54:52
475213,CUST1831,TWR51,4093,89.04,SMS,17/05/2026 16:54
734124,,TWR51,4526,58.42,VOICE,05-17-2026 16:54:52
782629,,TWR47,4678,56.33,SMS,2026-05-17 16:54:52
525893,CUST6512,TWR83,2089,89.53,DATA,17/05/2026 16:54
603916,CUST6694,TWR70,4060,71.78,DATA,2026-05-17 16:54:52
245631,,TWR5,2912,79.72,SMS,2026-05-17 16:54:52
883233,CUST3366,TWR99,3105,-50,DATA,17/05/2026 16:54
235695,,TWR15,2947,50.79,DATA,2026-05-17 16:54:52
372406,CUST3871,TWR37,2887,0.66,SMS,05-17-2026 16:54:52
789376,CUST1579,TWR14,1822,86.61,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
382554,,TWR46,3996,74.89,SMS,2026-05-17 16:54:52
119194,,TWR69,1647,66.26,DATA,2026-05-17 16:54:52
BAD_ROW_@@@@
604030,CUST7199,TWR87,4710,36.47,DATA,2026-05-17 16:54:52
BAD_ROW_@@@@
BAD_ROW_@@@@
562849,CUST2857,TWR78,3211,57.74,DATA,2026-05-17 16:54:52
618084,CUST7948,TWR85,299,53.38,DATA,2026-05-17 16:54:52
634346,CUST3858,TWR42,884,52.9,SMS,2026-05-17 16:54:52
948473,,TWR83,544,96.83,SMS,2026-05-17 16:54:52
304686,,TWR58,550,37.99,SMS,05-17-2026 16:54:52
631896,CUST9732,TWR52,1658,-50,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
737897,CUST3764,TWR73,1369,43.56,SMS,05-17-2026 16:54:52
487073,CUST8031,TWR20,4409,88.42,DATA,2026-05-17 16:54:52
656093,CUST3191,TWR50,1194,97.15,DATA,2026-05-17 16:54:52
BAD_ROW_@@@@
399208,CUST1559,TWR22,3125,-50,DATA,17/05/2026 16:54
738879,CUST3509,TWR96,344,2.1,VOICE,05-17-2026 16:54:52
319962,CUST5197,TWR60,325,-50,SMS,17/05/2026 16:54
133023,,TWR15,72,77.05,DATA,05-17-2026 16:54:52
526289,CUST1749,TWR73,3644,74.46,DATA,2026-05-17 16:54:52
BAD_ROW_@@@@
834988,CUST6503,TWR51,3602,84.55,SMS,17/05/2026 16:54
341399,CUST2688,TWR38,3147,-50,DATA,2026-05-17 16:54:52
569951,CUST3625,TWR45,1343,79.13,VOICE,2026-05-17 16:54:52
