call_id,customer_id,tower_id,duration,cost,call_type,timestamp
150773,CUST1488,TWR33,4278,18.54,SMS,05-17-2026 16:55:10
766955,CUST8173,TWR99,3576,30.94,VOICE,17/05/2026 16:55
BAD_ROW_@@@@
375856,CUST2237,TWR92,2537,87.74,VOICE,17/05/2026 16:55
951573,,TWR19,361,14.52,SMS,2026-05-17 16:55:10
312713,CUST1478,TWR26,1257,7.15,VOICE,2026-05-17 16:55:10
922284,CUST2452,TWR83,694,44.66,DATA,05-17-2026 16:55:10
742928,CUST5895,TWR89,3425,46.33,SMS,05-17-2026 16:55:10
345157,CUST3872,TWR73,825,36.75,SMS,2026-05-17 16:55:10
589144,CUST8179,TWR10,1468,18.11,SMS,17/05/2026 16:55
188441,,TWR50,3994,33.8,DATA,2026-05-17 16:55:10
188391,CUST4518,TWR33,3466,-50,DATA,05-17-2026 16:55:10
527692,CUST7877,TWR98,2655,48.11,VOICE,2026-05-17 16:55:10
219204,,TWR18,449,5.8,VOICE,2026-05-17 16:55:10
855004,CUST4416,TWR14,1906,-50,VOICE,2026-05-17 16:55:10
328691,CUST7386,TWR82,4315,62.66,DATA,2026-05-17 16:55:10
277748,CUST5240,TWR26,3229,40.2,DATA,2026-05-17 16:55:10
638526,CUST1910,TWR16,1893,70.91,DATA,17/05/2026 16:55
BAD_ROW_@@@@
282185,CUST5585,TWR20,1726,-50,DATA,05-17-2026 16:55:10
970304,CUST1472,TWR91,1200,29.45,DATA,2026-05-17 16:55:10
275699,CUST2344,TWR78,2334,34.3,VOICE,2026-05-17 16:55:10
581699,CUST9912,TWR24,4672,-50,VOICE,05-17-2026 16:55:10
828591,CUST6674,TWR57,3669,81.13,DATA,05-17-2026 16:55:10
810932,CUST3768,TWR98,3395,4.81,SMS,17/05/2026 16:55
BAD_ROW_@@@@
BAD_ROW_@@@@
BAD_ROW_@@@@
624228,,TWR84,3318,58.06,SMS,2026-05-17 16:55:10
BAD_ROW_@@@@
288521,,TWR98,1461,48.97,SMS,2026-05-17 16:55:10
257316,CUST3692,TWR91,4800,-50,VOICE,2026-05-17 16:55:10
688362,,TWR98,3871,32.38,DATA,2026-05-17 16:55:10
133276,CUST4945,TWR43,1310,-50,DATA,17/05/2026 16:55
710525,,TWR88,59,48.41,VOICE,17/05/2026 16:55
250789,,TWR55,2206,74.72,SMS,05-17-2026 16:55:10
253795,,TWR48,3676,69.57,DATA,05-17-2026 16:55:10
997699,CUST1987,TWR25,4451,41.67,VOICE,17/05/2026 16:55
BAD_ROW_@@@@
BAD_ROW_@@@@
244889,CUST1208,TWR8,4228,3.5,SMS,17/05/2026 16:55
BAD_ROW_@@@@
