call_id,customer_id,tower_id,duration,cost,call_type,timestamp
878833,CUST4566,TWR68,1087,-50,SMS,17/05/2026 16:54
467244,,TWR9,2144,11.4,DATA,05-17-2026 16:54:55
563342,,TWR11,2446,43.52,VOICE,2026-05-17 16:54:55
887054,CUST8450,TWR47,261,-50,SMS,05-17-2026 16:54:55
381486,CUST9189,TWR94,3397,81.65,VOICE,05-17-2026 16:54:55
782549,,TWR27,1826,76.11,VOICE,2026-05-17 16:54:55
225378,CUST3211,TWR6,2815,24.44,DATA,2026-05-17 16:54:55
689926,CUST1004,TWR71,1548,42.71,SMS,2026-05-17 16:54:55
267162,,TWR70,2896,95.89,DATA,2026-05-17 16:54:55
741358,CUST5261,TWR89,294,81.57,DATA,05-17-2026 16:54:55
194090,,TWR70,1987,30.83,DATA,05-17-2026 16:54:55
825797,CUST8405,TWR91,3402,-50,VOICE,05-17-2026 16:54:55
BAD_ROW_@@@@
904660,,TWR43,4001,38.5,DATA,17/05/2026 16:54
875198,,TWR38,743,75.33,VOICE,05-17-2026 16:54:55
539892,CUST1151,TWR79,2639,-50,SMS,05-17-2026 16:54:55
260154,CUST7653,TWR91,4492,3.79,VOICE,17/05/2026 16:54
297076,CUST7296,TWR67,1043,-50,SMS,17/05/2026 16:54
BAD_ROW_@@@@
BAD_ROW_@@@@
355675,CUST7086,TWR43,4674,24.08,VOICE,17/05/2026 16:54
586551,,TWR64,1736,1.71,DATA,17/05/2026 16:54
128321,CUST5597,TWR17,4765,73.86,DATA,17/05/2026 16:54
736227,,TWR87,4632,74.55,DATA,17/05/2026 16:54
318561,CUST5377,TWR14,2186,-50,SMS,2026-05-17 16:54:55
815769,CUST8805,TWR53,2515,-50,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
234257,CUST6361,TWR91,1765,-50,VOICE,05-17-2026 16:54:55
167426,CUST5634,TWR64,227,93.63,SMS,2026-05-17 16:54:55
251123,CUST3274,TWR67,646,-50,DATA,17/05/2026 16:54
300513,CUST9923,TWR11,4433,24.55,SMS,05-17-2026 16:54:55
424476,,TWR75,3052,93.43,DATA,05-17-2026 16:54:55
725773,,TWR25,76,16.28,DATA,17/05/2026 16:54
859155,CUST1278,TWR67,4656,62.11,DATA,2026-05-17 16:54:55
665378,CUST1186,TWR45,4209,1.06,DATA,17/05/2026 16:54
BAD_ROW_@@@@
441332,CUST5625,TWR58,239,-50,SMS,2026-05-17 16:54:55
294794,,TWR93,4467,24.37,DATA,2026-05-17 16:54:55
BAD_ROW_@@@@
105578,CUST5010,TWR5,713,48.57,VOICE,17/05/2026 16:54
787056,CUST8897,TWR44,1352,78.0,VOICE,17/05/2026 16:54
934986,CUST3583,TWR98,4997,59.51,VOICE,2026-05-17 16:54:55
BAD_ROW_@@@@
741725,CUST2039,TWR11,809,36.85,DATA,17/05/2026 16:54
782412,CUST9674,TWR6,4721,64.9,VOICE,17/05/2026 16:54
723960,CUST7287,TWR55,3780,11.76,DATA,05-17-2026 16:54:55
134690,CUST8055,TWR72,1096,-50,DATA,17/05/2026 16:54
807698,CUST2922,TWR75,2005,-50,VOICE,05-17-2026 16:54:55
634360,,TWR1,4136,93.56,SMS,2026-05-17 16:54:55
199517,CUST2715,TWR26,4774,22.65,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
698565,,TWR65,784,25.8,SMS,05-17-2026 16:54:55
976711,CUST6862,TWR67,3710,93.4,SMS,2026-05-17 16:54:55
808562,CUST1162,TWR70,1846,36.35,DATA,17/05/2026 16:54
716452,CUST8693,TWR31,4656,89.27,DATA,2026-05-17 16:54:55
BAD_ROW_@@@@
737936,CUST3105,TWR70,557,-50,DATA,17/05/2026 16:54
208815,CUST2376,TWR56,1862,16.38,DATA,17/05/2026 16:54
BAD_ROW_@@@@
607717,,TWR57,1366,9.2,DATA,05-17-2026 16:54:55
BAD_ROW_@@@@
578950,CUST6059,TWR92,2416,-50,VOICE,05-17-2026 16:54:55
102575,CUST5166,TWR56,2856,83.81,DATA,17/05/2026 16:54
312435,,TWR63,442,76.78,DATA,17/05/2026 16:54
115281,CUST6655,TWR40,4477,96.82,DATA,17/05/2026 16:54
877240,,TWR99,201,82.65,SMS,2026-05-17 16:54:55
441841,CUST8901,TWR41,2608,88.26,VOICE,05-17-2026 16:54:55
707091,CUST7465,TWR79,918,39.23,SMS,2026-05-17 16:54:55
874634,CUST9801,TWR9,2370,60.4,SMS,17/05/2026 16:54
593187,CUST7663,TWR21,908,22.73,DATA,05-17-2026 16:54:55
553827,CUST6388,TWR50,165,-50,VOICE,05-17-2026 16:54:55
733715,,TWR21,1725,59.19,DATA,17/05/2026 16:54
950826,CUST8956,TWR12,3547,-50,SMS,2026-05-17 16:54:55
515067,,TWR11,4772,28.87,SMS,2026-05-17 16:54:55
883829,CUST7561,TWR90,3716,97.73,VOICE,17/05/2026 16:54
209186,CUST6727,TWR17,3954,-50,DATA,17/05/2026 16:54
719690,CUST8918,TWR72,3333,80.77,SMS,05-17-2026 16:54:55
BAD_ROW_@@@@
706169,CUST6963,TWR43,271,32.82,DATA,17/05/2026 16:54
BAD_ROW_@@@@
552348,CUST5251,TWR91,3218,-50,SMS,2026-05-17 16:54:55
703257,CUST5818,TWR90,3078,12.17,DATA,2026-05-17 16:54:55
506386,CUST7114,TWR86,165,20.8,SMS,05-17-2026 16:54:55
558247,CUST5377,TWR22,4484,-50,VOICE,2026-05-17 16:54:55
183246,,TWR97,4555,55.04,SMS,2026-05-17 16:54:55
623408,CUST2356,TWR43,3938,77.78,SMS,05-17-2026 16:54:55
BAD_ROW_@@@@
351339,CUST3963,TWR62,2752,-50,VOICE,17/05/2026 16:54
742238,CUST9890,TWR32,3584,34.29,SMS,17/05/2026 16:54
931976,CUST9699,TWR86,420,88.8,SMS,17/05/2026 16:54
880735,CUST4716,TWR6,853,86.34,SMS,17/05/2026 16:54
483915,CUST5791,TWR16,847,-50,DATA,2026-05-17 16:54:55
BAD_ROW_@@@@
303879,CUST2997,TWR9,3113,8.33,DATA,05-17-2026 16:54:55
395789,CUST1400,TWR10,4277,-50,DATA,17/05/2026 16:54
BAD_ROW_@@@@
202804,CUST1522,TWR86,801,44.1,SMS,2026-05-17 16:54:55
234667,CUST6808,TWR82,732,17.66,SMS,17/05/2026 16:54
710514,CUST1641,TWR95,3130,-50,VOICE,2026-05-17 16:54:55
BAD_ROW_@@@@
775081,CUST1265,TWR38,1578,-50,SMS,05-17-2026 16:54:55
436457,,TWR19,225,26.13,SMS,2026-05-17 16:54:55
961821,CUST2388,TWR3,2807,50.83,VOICE,05-17-2026 16:54:55
658855,CUST2209,TWR89,2095,-50,DATA,17/05/2026 16:54
847571,CUST3856,TWR16,3815,30.19,SMS,05-17-2026 16:54:55
673079,CUST3163,TWR36,409,89.06,DATA,05-17-2026 16:54:55
865075,CUST3696,TWR9,2264,19.84,VOICE,2026-05-17 16:54:55
BAD_ROW_@@@@
110380,CUST5235,TWR7,3512,17.46,DATA,17/05/2026 16:54
BAD_ROW_@@@@
BAD_ROW_@@@@
708442,CUST7782,TWR3,614,78.22,DATA,17/05/2026 16:54
102365,CUST7206,TWR59,3253,60.72,DATA,17/05/2026 16:54
720085,CUST3905,TWR67,4505,25.41,DATA,17/05/2026 16:54
124002,CUST5697,TWR12,3437,19.47,SMS,17/05/2026 16:54
580614,,TWR69,2588,30.53,DATA,05-17-2026 16:54:55
725127,CUST1623,TWR99,2889,-50,VOICE,2026-05-17 16:54:55
391785,CUST5489,TWR34,159,-50,DATA,2026-05-17 16:54:55
965930,CUST5716,TWR48,1924,54.11,VOICE,05-17-2026 16:54:55
694693,CUST7035,TWR22,4495,51.09,DATA,05-17-2026 16:54:55
239250,CUST7110,TWR59,1201,-50,SMS,2026-05-17 16:54:55
547140,CUST8857,TWR6,3735,3.12,VOICE,05-17-2026 16:54:55
934313,,TWR31,262,16.38,DATA,17/05/2026 16:54
480891,,TWR85,1674,33.48,SMS,2026-05-17 16:54:55
512470,,TWR97,4817,62.63,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
690583,CUST4490,TWR92,3242,88.14,DATA,17/05/2026 16:54
808984,CUST2656,TWR76,727,94.41,VOICE,17/05/2026 16:54
172299,,TWR68,4862,35.0,VOICE,2026-05-17 16:54:55
801715,CUST5716,TWR69,3309,71.58,DATA,17/05/2026 16:54
436603,CUST9254,TWR1,2234,96.25,VOICE,05-17-2026 16:54:55
592667,,TWR43,4373,20.67,SMS,05-17-2026 16:54:55
BAD_ROW_@@@@
483443,CUST3659,TWR1,1475,23.78,SMS,2026-05-17 16:54:55
416117,CUST8942,TWR71,4844,47.73,VOICE,17/05/2026 16:54
572988,CUST2596,TWR99,1074,71.62,SMS,17/05/2026 16:54
667492,,TWR60,677,15.89,DATA,05-17-2026 16:54:55
BAD_ROW_@@@@
912006,CUST3620,TWR79,3412,90.8,SMS,05-17-2026 16:54:55
933147,CUST6145,TWR64,4349,49.82,VOICE,2026-05-17 16:54:55
178697,CUST8150,TWR12,1314,46.25,SMS,2026-05-17 16:54:55
151814,CUST9760,TWR99,1943,3.87,VOICE,17/05/2026 16:54
269819,CUST4754,TWR65,4820,-50,VOICE,05-17-2026 16:54:55
BAD_ROW_@@@@
425058,CUST4735,TWR17,118,97.54,DATA,05-17-2026 16:54:55
970709,,TWR82,268,80.11,DATA,17/05/2026 16:54
639079,CUST9657,TWR3,1540,10.92,SMS,2026-05-17 16:54:55
621412,,TWR4,2014,56.22,DATA,17/05/2026 16:54
315694,CUST8297,TWR16,615,-50,VOICE,17/05/2026 16:54
