call_id,customer_id,tower_id,duration,cost,call_type,timestamp
596738,CUST1750,TWR25,2996,83.11,VOICE,2026-05-17 16:55:04
567524,CUST3742,TWR8,1424,-50,VOICE,05-17-2026 16:55:04
584402,CUST2838,TWR7,3006,96.96,DATA,05-17-2026 16:55:04
361339,CUST8054,TWR62,820,8.94,SMS,17/05/2026 16:55
537877,CUST2120,TWR95,3789,-50,DATA,2026-05-17 16:55:04
108824,CUST9919,TWR63,935,-50,DATA,05-17-2026 16:55:04
274790,,TWR59,4015,59.92,SMS,05-17-2026 16:55:04
726700,CUST4544,TWR75,4329,-50,DATA,17/05/2026 16:55
BAD_ROW_@@@@
BAD_ROW_@@@@
558034,,TWR67,4583,45.74,SMS,2026-05-17 16:55:04
563309,,TWR32,3585,14.45,VOICE,05-17-2026 16:55:04
189656,CUST2489,TWR50,4559,-50,SMS,2026-05-17 16:55:04
221802,CUST6290,TWR17,4922,64.14,DATA,05-17-2026 16:55:04
415208,CUST5297,TWR93,1029,-50,DATA,05-17-2026 16:55:04
BAD_ROW_@@@@
BAD_ROW_@@@@
642349,,TWR2,2593,54.13,VOICE,05-17-2026 16:55:04
836285,CUST9094,TWR54,33,68.21,VOICE,2026-05-17 16:55:04
702610,,TWR54,3916,9.64,VOICE,17/05/2026 16:55
435812,CUST6047,TWR44,2025,-50,SMS,17/05/2026 16:55
338022,CUST1344,TWR36,671,93.43,DATA,2026-05-17 16:55:04
199241,CUST9025,TWR82,3253,38.8,SMS,2026-05-17 16:55:04
359474,CUST6716,TWR70,1562,98.81,SMS,2026-05-17 16:55:04
548964,,TWR97,1180,14.23,SMS,05-17-2026 16:55:04
168793,CUST2061,TWR90,4967,80.22,SMS,17/05/2026 16:55
763475,CUST8090,TWR65,1680,17.24,DATA,2026-05-17 16:55:04
798450,CUST1782,TWR1,1659,89.32,DATA,17/05/2026 16:55
944696,CUST4529,TWR15,4028,29.1,VOICE,17/05/2026 16:55
430704,CUST6187,TWR57,3289,37.8,SMS,17/05/2026 16:55
128277,CUST4587,TWR48,3976,23.06,DATA,05-17-2026 16:55:04
451805,,TWR27,4959,87.93,SMS,05-17-2026 16:55:04
917591,CUST6643,TWR9,4956,43.72,VOICE,05-17-2026 16:55:04
BAD_ROW_@@@@
BAD_ROW_@@@@
839106,CUST7756,TWR30,3809,-50,DATA,2026-05-17 16:55:04
BAD_ROW_@@@@
748355,CUST8881,TWR51,3310,-50,DATA,05-17-2026 16:55:04
103926,CUST4580,TWR34,1056,33.96,DATA,05-17-2026 16:55:04
BAD_ROW_@@@@
960978,CUST3834,TWR56,4566,68.96,VOICE,05-17-2026 16:55:04
395685,CUST4198,TWR87,64,-50,VOICE,05-17-2026 16:55:04
310705,CUST1694,TWR78,16,66.56,DATA,17/05/2026 16:55
394514,CUST9387,TWR7,2810,22.81,SMS,17/05/2026 16:55
802355,CUST9346,TWR57,2234,19.27,VOICE,17/05/2026 16:55
758926,,TWR53,3047,3.14,DATA,05-17-2026 16:55:04
150072,,TWR83,92,42.94,VOICE,17/05/2026 16:55
860408,CUST8676,TWR13,4486,47.47,DATA,2026-05-17 16:55:04
959522,CUST8694,TWR1,1808,-50,DATA,05-17-2026 16:55:04
336778,,TWR9,810,37.08,DATA,05-17-2026 16:55:04
591765,CUST8412,TWR55,308,49.68,VOICE,17/05/2026 16:55
