call_id,customer_id,tower_id,duration,cost,call_type,timestamp
625330,,TWR26,484,37.04,VOICE,2026-05-17 16:54:58
133457,CUST5014,TWR19,4949,-50,VOICE,2026-05-17 16:54:58
292086,CUST5561,TWR47,3529,17.77,VOICE,2026-05-17 16:54:58
BAD_ROW_@@@@
300046,,TWR41,916,82.49,SMS,17/05/2026 16:54
914466,CUST7642,TWR71,1328,16.65,DATA,05-17-2026 16:54:58
254594,CUST8242,TWR88,1379,35.04,VOICE,05-17-2026 16:54:58
636315,CUST1848,TWR29,1161,-50,SMS,17/05/2026 16:54
874225,,TWR1,3159,84.92,DATA,2026-05-17 16:54:58
947723,,TWR2,2531,23.22,DATA,2026-05-17 16:54:58
378842,,TWR94,312,41.69,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
135693,,TWR4,4640,16.43,SMS,2026-05-17 16:54:58
242967,,TWR87,1068,14.12,SMS,17/05/2026 16:54
BAD_ROW_@@@@
609662,CUST2584,TWR21,4333,82.9,VOICE,05-17-2026 16:54:58
341725,CUST7230,TWR28,2655,-50,SMS,2026-05-17 16:54:58
797619,CUST4158,TWR25,3507,-50,DATA,2026-05-17 16:54:58
817057,CUST8625,TWR68,4091,82.37,DATA,2026-05-17 16:54:58
552565,,TWR2,4968,19.54,SMS,2026-05-17 16:54:58
528211,,TWR23,176,47.88,SMS,05-17-2026 16:54:58
BAD_ROW_@@@@
959985,,TWR54,2126,61.52,VOICE,05-17-2026 16:54:58
BAD_ROW_@@@@
719358,CUST1470,TWR3,1213,84.13,VOICE,17/05/2026 16:54
250751,CUST6542,TWR30,3155,-50,VOICE,05-17-2026 16:54:58
681200,CUST1145,TWR71,4225,-50,SMS,05-17-2026 16:54:58
705158,,TWR19,267,32.07,DATA,05-17-2026 16:54:58
579838,CUST4959,TWR34,2612,58.71,SMS,17/05/2026 16:54
317634,CUST9714,TWR97,1672,-50,VOICE,05-17-2026 16:54:58
248950,CUST2923,TWR39,1775,66.05,VOICE,05-17-2026 16:54:58
713954,,TWR97,2281,61.83,VOICE,05-17-2026 16:54:58
126334,CUST8297,TWR63,1914,-50,DATA,17/05/2026 16:54
516733,CUST4450,TWR87,347,23.17,DATA,05-17-2026 16:54:58
185790,CUST4954,TWR87,1980,73.82,SMS,17/05/2026 16:54
884094,,TWR79,1278,19.96,SMS,2026-05-17 16:54:58
183656,,TWR75,3038,97.38,DATA,2026-05-17 16:54:58
404716,CUST9220,TWR3,2639,27.58,VOICE,2026-05-17 16:54:58
966083,CUST5047,TWR24,2177,78.7,DATA,17/05/2026 16:54
600708,,TWR74,3287,61.77,SMS,17/05/2026 16:54
418961,CUST5657,TWR11,2676,-50,SMS,17/05/2026 16:54
BAD_ROW_@@@@
701838,CUST8636,TWR82,2906,41.37,SMS,05-17-2026 16:54:58
530415,CUST3463,TWR51,2659,-50,SMS,17/05/2026 16:54
856962,CUST3428,TWR75,2250,57.69,VOICE,17/05/2026 16:54
893053,CUST9805,TWR67,1243,-50,SMS,17/05/2026 16:54
415024,CUST4833,TWR45,1776,37.24,DATA,2026-05-17 16:54:58
361952,,TWR67,4166,5.58,SMS,05-17-2026 16:54:58
BAD_ROW_@@@@
506641,CUST6245,TWR77,1561,29.32,DATA,2026-05-17 16:54:58
382525,CUST2671,TWR96,1935,59.63,SMS,2026-05-17 16:54:58
214883,CUST1186,TWR27,3306,94.93,SMS,2026-05-17 16:54:58
898026,CUST4601,TWR82,3437,-50,DATA,05-17-2026 16:54:58
427642,CUST9596,TWR11,3241,-50,DATA,2026-05-17 16:54:58
446753,CUST2548,TWR18,4030,63.15,VOICE,17/05/2026 16:54
707514,CUST7126,TWR77,2638,51.57,DATA,2026-05-17 16:54:58
725471,CUST5485,TWR78,3536,4.88,VOICE,05-17-2026 16:54:58
786114,,TWR44,486,61.43,SMS,17/05/2026 16:54
955868,CUST9493,TWR53,1283,-50,DATA,2026-05-17 16:54:58
309700,CUST3674,TWR94,91,26.49,SMS,17/05/2026 16:54
BAD_ROW_@@@@
686017,,TWR14,839,26.77,VOICE,05-17-2026 16:54:58
857944,CUST7384,TWR90,2603,1.66,VOICE,17/05/2026 16:54
179632,CUST3058,TWR30,2880,68.41,VOICE,17/05/2026 16:54
826029,,TWR79,4621,36.19,DATA,17/05/2026 16:54
441265,CUST9377,TWR97,115,-50,SMS,17/05/2026 16:54
333403,,TWR57,2695,0.99,VOICE,17/05/2026 16:54
689546,CUST4312,TWR83,285,26.39,SMS,17/05/2026 16:54
144663,,TWR44,4225,70.28,DATA,2026-05-17 16:54:58
184720,CUST5323,TWR89,773,-50,SMS,17/05/2026 16:54
BAD_ROW_@@@@
778863,,TWR70,1399,85.02,DATA,05-17-2026 16:54:58
BAD_ROW_@@@@
746186,,TWR87,3438,71.24,SMS,05-17-2026 16:54:58
108165,,TWR14,4472,24.16,VOICE,2026-05-17 16:54:58
688229,,TWR80,811,54.78,DATA,17/05/2026 16:54
731017,CUST6818,TWR86,1096,-50,SMS,05-17-2026 16:54:58
763023,CUST7630,TWR58,2950,-50,SMS,05-17-2026 16:54:58
BAD_ROW_@@@@
518519,,TWR28,3101,90.31,VOICE,05-17-2026 16:54:58
BAD_ROW_@@@@
150743,,TWR87,2886,64.0,SMS,17/05/2026 16:54
616139,CUST5346,TWR72,1575,72.98,DATA,2026-05-17 16:54:58
972572,CUST9772,TWR91,1523,59.2,SMS,05-17-2026 16:54:58
703795,CUST2934,TWR74,165,89.95,VOICE,2026-05-17 16:54:58
725149,CUST5720,TWR75,137,46.25,VOICE,17/05/2026 16:54
BAD_ROW_@@@@
608677,CUST8618,TWR75,3384,71.76,SMS,17/05/2026 16:54
769816,CUST4347,TWR52,2625,-50,DATA,17/05/2026 16:54
509507,CUST6379,TWR40,3567,53.39,DATA,17/05/2026 16:54
709677,CUST9106,TWR18,4399,-50,DATA,17/05/2026 16:54
161313,CUST9972,TWR64,3186,99.79,SMS,2026-05-17 16:54:58
812859,CUST5792,TWR14,675,40.48,SMS,05-17-2026 16:54:58
491400,CUST8660,TWR62,1471,68.27,SMS,05-17-2026 16:54:58
BAD_ROW_@@@@
682064,CUST5480,TWR23,4771,94.64,VOICE,2026-05-17 16:54:58
846337,CUST9284,TWR72,351,91.75,VOICE,2026-05-17 16:54:58
984905,CUST9735,TWR84,2046,1.88,DATA,2026-05-17 16:54:58
483274,CUST2964,TWR10,4631,25.86,DATA,17/05/2026 16:54
162326,CUST9986,TWR6,1202,29.81,SMS,05-17-2026 16:54:58
168785,CUST3955,TWR62,381,-50,SMS,2026-05-17 16:54:58
953027,CUST8007,TWR95,922,88.69,SMS,05-17-2026 16:54:58
536133,CUST4644,TWR61,4469,81.09,DATA,2026-05-17 16:54:58
316708,CUST1643,TWR21,4981,95.94,DATA,2026-05-17 16:54:58
219585,,TWR79,4406,60.53,SMS,17/05/2026 16:54
855445,,TWR7,654,61.63,SMS,05-17-2026 16:54:58
