call_id,customer_id,tower_id,duration,cost,call_type,timestamp
BAD_ROW_@@@@
693586,,TWR41,1415,82.86,DATA,05-17-2026 17:15:33
303807,CUST7709,TWR4,3988,14.71,VOICE,2026-05-17 17:15:33
884685,CUST3492,TWR52,2638,-50,VOICE,05-17-2026 17:15:33
554334,CUST6994,TWR46,216,37.24,DATA,17/05/2026 17:15
BAD_ROW_@@@@
BAD_ROW_@@@@
778494,,TWR95,1207,65.58,SMS,05-17-2026 17:15:33
603593,,TWR89,1898,60.83,DATA,17/05/2026 17:15
385233,,TWR24,2231,53.38,SMS,05-17-2026 17:15:33
726086,CUST8602,TWR15,4317,73.83,DATA,2026-05-17 17:15:33
154667,CUST5164,TWR9,3668,56.52,VOICE,05-17-2026 17:15:33
952461,CUST3211,TWR94,2514,84.79,SMS,05-17-2026 17:15:33
345441,CUST5279,TWR77,2763,60.54,DATA,2026-05-17 17:15:33
482545,CUST5984,TWR25,3271,52.69,DATA,2026-05-17 17:15:33
427546,CUST7937,TWR71,957,24.69,VOICE,2026-05-17 17:15:33
852917,,TWR20,2896,80.13,SMS,17/05/2026 17:15
421666,CUST5657,TWR1,2505,41.77,SMS,2026-05-17 17:15:33
499235,CUST1447,TWR10,1662,96.59,VOICE,17/05/2026 17:15
430832,CUST5346,TWR67,2691,75.49,DATA,2026-05-17 17:15:33
566999,CUST6159,TWR62,4340,90.19,VOICE,05-17-2026 17:15:33
BAD_ROW_@@@@
662697,CUST8991,TWR33,4367,27.14,VOICE,17/05/2026 17:15
BAD_ROW_@@@@
BAD_ROW_@@@@
534650,CUST4274,TWR10,3277,4.68,SMS,2026-05-17 17:15:33
677602,CUST4425,TWR61,4544,34.17,SMS,2026-05-17 17:15:33
726064,CUST4116,TWR61,1817,-50,VOICE,05-17-2026 17:15:33
943581,CUST6418,TWR31,1928,85.71,DATA,2026-05-17 17:15:33
893038,CUST8561,TWR88,1887,50.85,SMS,2026-05-17 17:15:33
494260,CUST2141,TWR72,71,90.86,VOICE,2026-05-17 17:15:33
865795,,TWR11,413,47.67,VOICE,17/05/2026 17:15
208729,,TWR23,3862,21.15,VOICE,17/05/2026 17:15
BAD_ROW_@@@@
498483,CUST5044,TWR70,2533,46.78,DATA,2026-05-17 17:15:33
957667,CUST9408,TWR62,4176,-50,DATA,17/05/2026 17:15
738359,CUST4806,TWR4,1834,75.6,SMS,2026-05-17 17:15:33
845849,CUST9794,TWR8,4438,63.09,SMS,05-17-2026 17:15:33
189306,CUST7173,TWR59,4615,44.35,SMS,2026-05-17 17:15:33
644256,,TWR39,4931,98.56,VOICE,17/05/2026 17:15
804289,CUST5024,TWR17,3527,-50,VOICE,05-17-2026 17:15:33
702433,CUST2859,TWR18,1880,-50,DATA,05-17-2026 17:15:33
737784,CUST4005,TWR81,2418,54.54,DATA,17/05/2026 17:15
BAD_ROW_@@@@
553555,CUST2593,TWR18,4958,-50,SMS,2026-05-17 17:15:33
603126,CUST1034,TWR41,3695,-50,DATA,05-17-2026 17:15:33
BAD_ROW_@@@@
BAD_ROW_@@@@
722993,CUST1135,TWR46,4426,-50,SMS,2026-05-17 17:15:33
516532,CUST3743,TWR51,4897,71.02,SMS,05-17-2026 17:15:33
848924,CUST6952,TWR14,2318,14.51,SMS,17/05/2026 17:15
BAD_ROW_@@@@
325606,CUST9178,TWR18,2111,52.87,DATA,17/05/2026 17:15
725902,CUST6501,TWR53,1302,45.49,VOICE,05-17-2026 17:15:33
931076,CUST7676,TWR20,4899,-50,SMS,17/05/2026 17:15
148183,CUST1552,TWR28,2067,79.21,SMS,05-17-2026 17:15:33
BAD_ROW_@@@@
879817,CUST6457,TWR16,309,84.98,DATA,17/05/2026 17:15
BAD_ROW_@@@@
126104,CUST7606,TWR22,4744,56.82,DATA,2026-05-17 17:15:33
128896,,TWR38,636,62.85,DATA,17/05/2026 17:15
325113,CUST7475,TWR19,1528,52.92,SMS,2026-05-17 17:15:33
149836,CUST6857,TWR54,1114,-50,DATA,2026-05-17 17:15:33
631195,CUST7936,TWR56,1853,46.41,DATA,2026-05-17 17:15:33
BAD_ROW_@@@@
BAD_ROW_@@@@
750723,CUST4843,TWR89,1027,-50,DATA,2026-05-17 17:15:33
660941,CUST4401,TWR26,2385,-50,SMS,2026-05-17 17:15:33
964848,CUST9158,TWR56,2540,15.24,VOICE,17/05/2026 17:15
686258,CUST7112,TWR3,367,7.44,VOICE,17/05/2026 17:15
799470,CUST6203,TWR29,1674,64.44,DATA,2026-05-17 17:15:33
BAD_ROW_@@@@
303554,CUST1433,TWR15,811,98.75,SMS,17/05/2026 17:15
136076,CUST7524,TWR58,2621,92.63,DATA,2026-05-17 17:15:33
399445,CUST3601,TWR76,1423,96.8,DATA,05-17-2026 17:15:33
768418,,TWR29,4791,15.94,SMS,05-17-2026 17:15:33
430866,CUST9437,TWR16,2753,-50,SMS,2026-05-17 17:15:33
242263,,TWR46,1227,4.62,SMS,17/05/2026 17:15
638787,,TWR76,4980,96.59,SMS,2026-05-17 17:15:33
129821,CUST6156,TWR23,1525,73.4,SMS,2026-05-17 17:15:33
139783,CUST6904,TWR34,3344,54.03,VOICE,2026-05-17 17:15:33
879234,CUST7887,TWR51,858,67.58,SMS,17/05/2026 17:15
384580,CUST2542,TWR10,1482,34.17,DATA,17/05/2026 17:15
691524,,TWR97,1934,3.67,SMS,2026-05-17 17:15:33
996793,CUST9468,TWR37,170,86.88,VOICE,05-17-2026 17:15:33
841983,CUST9400,TWR83,1075,2.18,SMS,17/05/2026 17:15
241442,CUST1213,TWR70,289,9.83,VOICE,05-17-2026 17:15:33
382244,,TWR68,4023,91.72,VOICE,05-17-2026 17:15:33
418110,CUST1390,TWR63,3928,47.77,DATA,17/05/2026 17:15
535427,CUST6595,TWR4,386,84.91,VOICE,17/05/2026 17:15
794714,CUST5841,TWR14,1816,-50,DATA,05-17-2026 17:15:33
BAD_ROW_@@@@
